GEO_ID,,USP_MARGIN_2016,USS_MARGIN_2016,USC_MARGIN_2016,USP_MARGIN_2012,USS_MARGIN_2012,USC_MARGIN_2012,USP_MARGIN_CHANGE,USS_MARGIN_CHANGE,USC_MARGIN_CHANGE,TOTALPOP_2010,TOTALPOP_2015,TOTALPOP_CHANGE,POPDEN_2010,POPDEN_2015,POPDEN_CHANGE,NONWHITE_2010,NONWHITE_2015,NONWHITE_CHANGE,UNEMPLOY_2010,UNEMPLOY_2015,UNEMPLOY_CHANGE,COLLEGE_2010,COLLEGE_2015,COLLEGE_CHANGE,INC_2010,INC_2015,INC_CHANGE
1400000US42003080600,,-0.697344855,-0.646695725,-0.705505103,-0.622393738,-0.582297409,-0.924832428,-0.074951117,-0.064398316,0.219327325,2253,2055,-0.0879,14442.30769,13173.07692,-8.788282297,22.9,11.1,-0.118,2.9,5.8,0.029,57.6,67.6,0.1,39330,51509,0.309661836
1400000US42003080700,,-0.759519721,-0.678537937,-0.702920263,-0.708878119,-0.67467797,-0.921791107,-0.050641602,-0.003859967,0.218870844,1412,1840,0.3031,13320.75472,17358.49057,30.31161473,36.1,42.6,0.065,10.2,3.9,-0.063,61.3,71.3,0.1,22252,36944,0.660255258
1400000US42003080900,,-0.640058831,-0.614702561,-0.696541121,-0.61477193,-0.59079244,-0.762688462,-0.025286901,-0.023910121,0.066147341,1864,1701,-0.0874,12680.27211,11571.42857,-8.744635213,21.7,18.5,-0.032,5.3,5.1,-0.002,39.2,57.8,0.186,34815,49750,0.428981761
1400000US42003090100,,-0.609841828,-0.56634016,-0.673873874,-0.618406285,-0.632420091,-0.919395466,0.008564457,0.066079931,0.245521592,1758,1794,0.0205,6761.538462,6900,2.047781563,29.2,15.7,-0.135,12.6,4.9,-0.077,13.7,46.2,0.325,24840,50781,1.044323671
1400000US42003090200,,-0.551715092,-0.552011509,-0.67399638,-0.515612514,-0.53986617,-0.751341109,-0.036102578,-0.012145339,0.077344729,2796,2981,0.0662,16350.87719,17432.74854,6.616595168,16.1,16.4,0.003,5.9,2.4,-0.035,33.8,37.8,0.04,36315,53724,0.479388682
1400000US42003090300,,-0.57880097,-0.572561971,-0.668219639,-0.537900569,-0.515841186,-0.69612439,-0.040900401,-0.056720785,0.027904751,1744,1652,-0.0528,17795.91837,16857.14286,-5.275229356,19.7,12.5,-0.072,10.8,14.2,0.034,12.9,36,0.231,20978,33816,0.611974449
1400000US42003100500,,-0.803233303,-0.785630824,-0.807224727,-0.814791148,-0.803823124,-0.574948254,0.011557845,0.0181923,-0.232276473,2057,2256,0.0967,7346.428571,8057.142857,9.674282941,73.9,72.2,-0.017,10.2,6,-0.042,32.2,36.7,0.045,49044,41051,-0.162976103
1400000US42003101100,,-0.539565721,-0.53145499,-0.665233922,-0.538769093,-0.548411651,-0.478903348,-0.000796628,0.016956661,-0.186330574,2522,2754,0.092,6227.160494,6800,9.199048371,31.2,20.4,-0.108,11.4,4.4,-0.07,17.1,40.5,0.234,32125,41615,0.29540856
1400000US42003101400,,-0.464811328,-0.461471938,-0.603739253,-0.393873052,-0.45969725,-0.543102591,-0.070938276,-0.001774688,-0.060636662,3699,3262,-0.1181,9916.89008,8745.308311,-11.81400378,17.1,18.9,0.018,6,4.3,-0.017,34.3,40.2,0.059,43600,45761,0.04956422
1400000US42003101600,,-0.91455776,-0.898817213,-0.907257786,-0.948390063,-0.939885307,-0.649708518,0.033832303,0.041068094,-0.257549268,945,990,0.0476,5279.329609,5530.726257,4.761904761,94.4,98.5,0.041,22.1,15.4,-0.067,17.2,13,-0.042,24250,26905,0.109484536
1400000US42003101700,,-0.870678723,-0.863797704,-0.896849307,-0.905295626,-0.867700742,-0.671519857,0.034616903,0.003903038,-0.22532945,1471,1539,0.0462,9677.631579,10125,4.622705642,85,75.6,-0.094,7.5,7.5,0,13.7,19.2,0.055,24878,32163,0.292829006
1400000US42003101800,,-0.518127137,-0.50556627,-0.653521379,-0.462398231,-0.509261473,-0.509014586,-0.055728906,0.003695203,-0.144506793,2851,2505,-0.1214,6170.995671,5422.077922,-12.1360926,24.6,21.4,-0.032,6.5,3.6,-0.029,38.3,37.5,-0.008,53750,56556,0.052204651
1400000US42003110200,,-0.742076686,-0.681807766,-0.729672674,-0.70256111,-0.67477861,-0.626989584,-0.039515576,-0.007029156,-0.10268309,3771,4260,0.1297,11971.42857,13523.80952,12.96738264,41.4,43.8,0.024,3.4,6.4,0.03,57.4,50.5,-0.069,46722,48011,0.027588716
1400000US42003110600,,-0.759629356,-0.696463839,-0.780801546,-0.678641628,-0.694449974,-0.554163324,-0.080987728,-0.002013865,-0.226638222,2643,2523,-0.0454,10787.7551,10297.95918,-4.540295135,41.5,18.5,-0.23,9.3,3.8,-0.055,64.9,70.9,0.06,81450,67411,-0.172363413
1400000US42003111300,,-0.846510003,-0.812222022,-0.814456576,-0.880226258,-0.852785738,-0.49347905,0.033716255,0.040563716,-0.320977526,2882,2494,-0.1346,13922.70531,12048.30918,-13.46287297,78.2,64.1,-0.141,15.7,5.7,-0.1,20.7,38.4,0.177,28641,33400,0.166160399
1400000US42003111400,,-0.915069988,-0.879938275,-0.899221726,-0.945662142,-0.912217182,-0.402799043,0.030592154,0.032278907,-0.496422683,1574,1437,-0.087,12492.06349,11404.7619,-8.703939032,98.9,89.1,-0.098,29.7,18.5,-0.112,11.3,19.5,0.082,18885,21154,0.120148266
